AERONAUTICAL ENGINEERING
"APPLIED ELECTRONICS & INSTRUMENTATION ENGINEERING
"
AUTOMOBILE ENGINEERING
BIOMEDICAL ENGINEERING
BIOTECHNOLOGY
BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING
CHEMICAL ENGINEERING
CIVIL ENGINEERING
COMPUTER SCIENCE & ENGINEERING
ELECTRICAL AND ELECTRONICS ENGINEERING
ELECTRONICS & COMMUNICATION ENGG
ELECTRONICS & INSTRUMENTATION ENGINEERING
FOOD TECHNOLOGY
INFORMATION TECHNOLOGY
MECHANICAL AUTOMOBILE ENGINEERING
MECHANICAL ENGINEERING
MECHANICAL ENGINEERING(PRODUCTION)
MECHATRONICS ENGINEERING
METALLURGY
NAVAL ARCHITECTURE & SHIP BUILDING ENGG
PRODUCTION ENGINEERING
SAFETY AND FIRE ENGINEERING
